"Title","Rating","First Name","Last Name","Gender","Date of birth","Address","Suburb","City","Postcode","State","Country","Email","Mobile Phone","External ID","Emergency Contact","Emergency Phone","Account Name","BSB","Account Number","Employed As","TFN Number","ABN Number","Choice of superannuation","Employee ID Number","Super Fund Name","Membership Number"
"Mr","1.9","Brian","Hudson","m","","23 Liddiard St","Hawthorn","Melbourne","3122","VIC","AU","brian.hudson@smmail.com","04334578964","","Berry","","","","","tfn","","","own","","",""
"Mr","4.9","Thomas","Edison","m","","34 Stanley St","Melbourne","Melbourne","3000","VIC","AU","thomas.edison@smmail.com","04334578962","","Teddy","","","","","tfn","","","employer","","HOST Plus",""
"Mr","0","Richard","Gerald","m","","26 Monash FWY","Dandenong","Melbourne","3076","VIC","AU","richard.gerald@smmail.com","04334578968","","Rain","","","","","tfn","","","employer","","HOST Plus",""
"Mr","3.4","Edward","Chaplin","m","","7 Rose St","Sandringham","Melbourne","3058","VIC","AU","edward.chaplin@smmail.com","04334578969","","Edith","","","","","tfn","","","employer","","HOST Plus",""
"Mr","0","Gary","Burke","m","","90 Smith St","KEW","Melbourne","3121","VIC","AU","gary.burke@smmail.com","04334578967","","Glenn","","","","","tfn","","","employer","","HOST Plus",""
"Mr","0","Howard","Leigh","m","","8 Bell St","Camberwell","Mel","3123","VIC","AU","howard.leigh@smmail.com","04334578961","","Henny","","","","","tfn","","","employer","","HOST Plus",""
"Mr","0","William","Tent","m","","20 Riverbank St","Melbourne","Mel","3000","VIC","AU","william.tent@smmail.com","04334578963","","Wendy","","","","","tfn","","","employer","","HOST Plus",""
"Mr","1.7","Luke","Smith","m","","3 Collins St","East Camberwell","Melbourne","3123","VIC","AU","luke.smith@smmail.com","04334578977","","Lucy","","","","","tfn","","","employer","","HOST Plus",""
"Mr","2.4","Paul","Gilbert","m","","50 Town St","Glen Huntly","Melbourne","3151","VIC","AU","paul.gilbert@smmail.com","04334578976","","Pillip","","","","","tfn","","","employer","","HOST Plus",""
"Miss","0","Susie","Howie","f","","9 Hull St","Hawthorn","Mel","3121","VIC","AU","susie.howie@smmail.com","04334578974","","Sean","","","","","tfn","","","employer","","HOST Plus",""
"Miss","4.9","Fiona","Harris","f","","2 Lidiard St","Camberwell","Melbourne","3123","VIC","AU","fiona.harris@smmail.com","","","Fendy","","","","","tfn","","","employer","","HOST Plus",""
"Miss","0","Rachel","Gibson","f","","12 Square st","Melbourne","Melbourne","3000","VIC","AU","rachel.gibson@smmail.com","04334578448","","Randy","","","","","tfn","","","employer","","HOST Plus",""
"Miss","0","Judith","Palse","f","","99 Bank St","Cranbourne","Melbourne","3400","VIC","AU","judith.palse@smmail.com","043345744448","","Jade","","","","","tfn","","","employer","","HOST Plus",""
"Mrs","3","Lucy","Dale","f","","9 Iron st","Brighton","Melbourne","3300","VIC","AU","lucy.dale@smmail.com","","","Lina","","","","","tfn","","","employer","","HOST Plus",""
"Miss","0","Sheila","Hondie","f","","45 Team st","Glen Roy","Melbourne","3145","VIC","AU","sheila.hondie@smmail.com","","","Jes","","","","","tfn","","","employer","","HOST Plus",""
"Miss","0","Jess","Killer","f","","7 Whiteman St","Melbourne","Melbourne","3000","VIC","AU","jess.killer@smmail.com","","","Sam","","","","","tfn","","","employer","","HOST Plus",""
"Miss","0","Kelly","Chen","f","","8 Flinders St","Melbourne","Melbourne","3000","VIC","AU","kelly.chen@smmail.com","","","Ken","","","","","tfn","","","employer","","HOST Plus",""
"Miss","2.5","Angela","Lindsay","f","","80 Bourke St","Melbourne","Melbourne","3000","VIC","AU","angela.lindsay@smmail.com","","","Lily","","","","","tfn","","","employer","","HOST Plus",""
"Miss","1.4","Lily","Clipton","f","","7 Flower st","Dandenong","Melbourne","3600","VIC","AU","lily.clipton@smmail.com","","","Lusi","","","","","tfn","","","employer","","HOST Plus",""
